created_at,fan_activation
2026-03-05T01:53:00+00:00,0
2026-03-05T01:57:45+00:00,0
2026-03-05T02:02:53+00:00,0
2026-03-05T02:17:40+00:00,0
2026-03-05T02:22:47+00:00,0
2026-03-05T02:27:53+00:00,0
2026-03-05T02:32:35+00:00,0
2026-03-05T02:37:51+00:00,0
2026-03-05T02:42:33+00:00,0
2026-03-05T02:48:09+00:00,0
2026-03-05T02:57:50+00:00,0
2026-03-05T03:02:33+00:00,0
2026-03-05T03:07:50+00:00,0
2026-03-05T03:13:06+00:00,0
2026-03-05T03:18:10+00:00,0
2026-03-05T03:22:51+00:00,0
2026-03-05T03:27:54+00:00,0
2026-03-05T03:32:33+00:00,0
2026-03-05T03:38:12+00:00,0
2026-03-05T03:42:33+00:00,0
2026-03-05T03:52:49+00:00,0
2026-03-05T03:57:55+00:00,0
2026-03-05T04:02:57+00:00,0
2026-03-05T04:07:49+00:00,0
2026-03-05T04:12:53+00:00,0
2026-03-05T04:17:36+00:00,0
2026-03-05T04:28:08+00:00,0
2026-03-05T04:32:34+00:00,0
2026-03-05T04:37:34+00:00,0
2026-03-05T04:42:45+00:00,0
2026-03-05T04:47:54+00:00,0
2026-03-05T04:52:41+00:00,0
2026-03-05T04:57:48+00:00,0
2026-03-05T05:02:36+00:00,0
2026-03-05T05:07:55+00:00,0
2026-03-05T05:12:33+00:00,0
2026-03-05T05:17:33+00:00,0
2026-03-05T05:22:35+00:00,0
2026-03-05T05:27:33+00:00,0
2026-03-05T05:33:09+00:00,0
2026-03-05T05:37:33+00:00,0
2026-03-05T05:42:44+00:00,0
2026-03-05T05:47:31+00:00,0
2026-03-05T05:52:42+00:00,0
2026-03-05T05:57:58+00:00,0
2026-03-05T06:02:47+00:00,0
2026-03-05T06:08:02+00:00,0
2026-03-05T06:12:51+00:00,0
2026-03-05T06:22:41+00:00,0
2026-03-05T06:27:49+00:00,0
2026-03-05T06:32:33+00:00,0
2026-03-05T06:37:33+00:00,0
2026-03-05T06:42:33+00:00,0
2026-03-05T06:52:56+00:00,0
2026-03-05T06:57:50+00:00,0
2026-03-05T07:02:33+00:00,0
2026-03-05T07:07:38+00:00,0
2026-03-05T07:12:46+00:00,0
2026-03-05T07:17:34+00:00,0
2026-03-05T07:22:33+00:00,0
2026-03-05T07:27:46+00:00,0
2026-03-05T07:32:48+00:00,0
2026-03-05T07:37:40+00:00,0
2026-03-05T07:42:32+00:00,0
2026-03-05T07:47:33+00:00,0
2026-03-05T07:52:40+00:00,0
2026-03-05T07:58:10+00:00,0
2026-03-05T08:12:51+00:00,0
2026-03-05T08:17:57+00:00,0
2026-03-05T08:22:54+00:00,0
2026-03-05T08:27:56+00:00,0
2026-03-05T08:32:33+00:00,0
2026-03-05T08:37:56+00:00,0
2026-03-05T08:42:54+00:00,0
2026-03-05T08:47:48+00:00,0
2026-03-05T08:52:34+00:00,0
2026-03-05T08:57:54+00:00,0
2026-03-05T09:02:38+00:00,0
2026-03-05T09:07:38+00:00,0
2026-03-05T09:12:45+00:00,0
2026-03-05T09:18:00+00:00,0
