created_at,outdoor_temp_c,outdoor_humidity_percent
2026-02-28T13:51:57+00:00,7.7,74
2026-02-28T13:57:53+00:00,7.7,74
2026-02-28T14:03:56+00:00,7.8,73
2026-02-28T14:09:54+00:00,7.8,73
2026-02-28T14:15:54+00:00,7.8,70
2026-02-28T14:27:53+00:00,7.7,72
2026-02-28T14:33:54+00:00,7.7,67
2026-02-28T14:39:53+00:00,7.7,67
2026-02-28T14:45:55+00:00,7.6,63
2026-02-28T14:52:10+00:00,7.6,63
2026-02-28T14:57:53+00:00,7.6,63
2026-02-28T15:03:56+00:00,7.6,60
2026-02-28T15:09:54+00:00,7.6,60
2026-02-28T15:15:54+00:00,7.6,58
2026-02-28T15:22:22+00:00,7.6,58
2026-02-28T15:27:54+00:00,7.6,59
2026-02-28T15:33:55+00:00,7.6,57
2026-02-28T15:39:54+00:00,7.6,57
2026-02-28T15:45:54+00:00,7.6,55
2026-02-28T15:52:01+00:00,7.6,55
2026-02-28T15:57:54+00:00,7.6,55
2026-02-28T16:04:20+00:00,7.6,54
2026-02-28T16:09:53+00:00,7.6,54
2026-02-28T16:15:54+00:00,7.5,54
2026-02-28T16:21:55+00:00,7.5,54
2026-02-28T16:27:54+00:00,7.5,54
2026-02-28T16:39:54+00:00,7.4,54
2026-02-28T16:45:54+00:00,7.3,55
2026-02-28T16:51:56+00:00,7.3,55
2026-02-28T16:57:53+00:00,7.3,55
2026-02-28T17:03:58+00:00,7.2,56
2026-02-28T17:09:54+00:00,7.2,56
2026-02-28T17:15:54+00:00,7,57
2026-02-28T17:22:21+00:00,7,57
2026-02-28T17:27:53+00:00,7,56
2026-02-28T17:33:56+00:00,6.8,58
2026-02-28T17:39:53+00:00,6.8,58
2026-02-28T17:45:54+00:00,6.6,61
2026-02-28T17:52:19+00:00,6.6,61
2026-02-28T17:57:53+00:00,6.6,61
2026-02-28T18:03:56+00:00,6.5,62
2026-02-28T18:09:54+00:00,6.5,62
2026-02-28T18:15:54+00:00,6.3,64
2026-02-28T18:22:06+00:00,6.3,64
2026-02-28T18:27:53+00:00,6.1,63
2026-02-28T18:39:53+00:00,6.1,63
2026-02-28T18:45:54+00:00,6,64
2026-02-28T18:52:13+00:00,6,64
2026-02-28T18:57:54+00:00,6,64
2026-02-28T19:04:01+00:00,6,64
2026-02-28T19:09:53+00:00,6,64
2026-02-28T19:15:54+00:00,6,66
2026-02-28T19:22:24+00:00,6,66
2026-02-28T19:27:54+00:00,6,66
2026-02-28T19:33:55+00:00,5.9,69
2026-02-28T19:39:54+00:00,5.9,69
2026-02-28T19:45:54+00:00,5.8,71
2026-02-28T19:51:55+00:00,5.7,72
2026-02-28T19:57:53+00:00,5.7,72
2026-02-28T20:03:57+00:00,5.7,71
2026-02-28T20:09:54+00:00,5.7,71
2026-02-28T20:15:54+00:00,5.7,71
2026-02-28T20:22:11+00:00,5.7,71
2026-02-28T20:27:54+00:00,5.9,70
2026-02-28T20:33:55+00:00,6,69
2026-02-28T20:39:54+00:00,6,69
2026-02-28T20:45:55+00:00,6,69
2026-02-28T20:52:15+00:00,6,69
2026-02-28T20:57:54+00:00,6,69
2026-02-28T21:03:55+00:00,6.1,69
2026-02-28T21:09:54+00:00,6.1,69
2026-02-28T21:15:54+00:00,6.1,70
2026-02-28T21:22:20+00:00,6.1,70
2026-02-28T21:27:54+00:00,6.2,67
2026-02-28T21:33:54+00:00,6.2,68
2026-02-28T21:39:54+00:00,6.2,68
2026-02-28T21:45:54+00:00,6.1,69
2026-02-28T21:52:20+00:00,6.1,69
2026-02-28T21:57:54+00:00,6.1,69
2026-02-28T22:04:09+00:00,6.1,69
2026-02-28T22:09:53+00:00,6.1,69
2026-02-28T22:15:53+00:00,6.1,70
2026-02-28T22:27:54+00:00,6.1,70
2026-02-28T22:33:58+00:00,6.1,71
2026-02-28T22:39:54+00:00,6.1,71
2026-02-28T22:45:53+00:00,6.2,69
2026-02-28T22:51:56+00:00,6.4,69
2026-02-28T22:57:53+00:00,6.4,69
2026-02-28T23:03:56+00:00,6.4,70
2026-02-28T23:09:53+00:00,6.4,70
2026-02-28T23:15:53+00:00,6.5,71
2026-02-28T23:21:58+00:00,6.5,71
2026-02-28T23:27:54+00:00,6.2,70
2026-02-28T23:33:54+00:00,6.3,70
2026-02-28T23:39:53+00:00,6.3,70
2026-02-28T23:45:54+00:00,6.4,71
2026-02-28T23:52:08+00:00,6.4,71
2026-02-28T23:57:54+00:00,6.4,71
2026-03-01T00:04:21+00:00,6.4,71
2026-03-01T00:09:53+00:00,6.4,71
2026-03-01T00:21:55+00:00,6.4,71
2026-03-01T00:27:53+00:00,6.2,72
2026-03-01T00:33:54+00:00,6.2,72
2026-03-01T00:39:53+00:00,6.2,72
2026-03-01T00:45:54+00:00,6.2,72
2026-03-01T00:52:22+00:00,6.2,72
2026-03-01T00:57:53+00:00,6.2,72
2026-03-01T01:03:55+00:00,6.2,72
2026-03-01T01:09:54+00:00,6.2,72
2026-03-01T01:15:54+00:00,6.2,73
2026-03-01T01:22:09+00:00,6.2,73
2026-03-01T01:27:54+00:00,6.2,73
2026-03-01T01:33:54+00:00,6.1,74
2026-03-01T01:39:54+00:00,6.1,74
2026-03-01T01:45:53+00:00,6.1,74
2026-03-01T01:57:53+00:00,6.3,75
2026-03-01T02:03:54+00:00,6.3,76
2026-03-01T02:09:53+00:00,6.3,76
2026-03-01T02:15:53+00:00,6.4,78
2026-03-01T02:21:55+00:00,6.4,78
2026-03-01T02:27:54+00:00,6.1,77
2026-03-01T02:33:54+00:00,6.2,79
2026-03-01T02:39:53+00:00,6.2,79
2026-03-01T02:45:53+00:00,6.2,80
2026-03-01T02:52:32+00:00,6.2,80
2026-03-01T02:57:54+00:00,6.2,80
2026-03-01T03:04:13+00:00,6.3,81
2026-03-01T03:09:54+00:00,6.3,81
2026-03-01T03:15:53+00:00,6.4,82
2026-03-01T03:21:56+00:00,6.4,82
2026-03-01T03:27:54+00:00,6.4,82
2026-03-01T03:33:54+00:00,6.5,84
2026-03-01T03:39:54+00:00,6.5,84
2026-03-01T03:45:54+00:00,6.6,85
2026-03-01T03:51:56+00:00,6.6,85
2026-03-01T03:57:54+00:00,6.6,85
2026-03-01T04:03:54+00:00,6.6,86
2026-03-01T04:09:53+00:00,6.6,86
2026-03-01T04:15:54+00:00,6.7,87
2026-03-01T04:21:56+00:00,6.7,87
2026-03-01T04:27:54+00:00,6.7,87
2026-03-01T04:33:54+00:00,6.7,87
2026-03-01T04:39:54+00:00,6.7,87
2026-03-01T04:45:54+00:00,6.8,88
2026-03-01T04:52:25+00:00,6.8,88
2026-03-01T04:57:54+00:00,6.8,88
2026-03-01T05:03:54+00:00,6.8,88
2026-03-01T05:09:54+00:00,6.8,88
2026-03-01T05:15:53+00:00,6.9,88
2026-03-01T05:21:55+00:00,6.9,88
2026-03-01T05:27:54+00:00,6.9,88
2026-03-01T05:33:56+00:00,7,89
2026-03-01T05:39:54+00:00,7,89
2026-03-01T05:45:53+00:00,7,89
2026-03-01T05:51:56+00:00,7,89
2026-03-01T05:57:53+00:00,7,89
2026-03-01T06:04:28+00:00,7.1,89
2026-03-01T06:09:54+00:00,7.1,89
2026-03-01T06:15:54+00:00,7.1,89
2026-03-01T06:22:22+00:00,7.1,89
2026-03-01T06:27:55+00:00,7.1,89
2026-03-01T06:33:54+00:00,7.2,89
2026-03-01T06:39:53+00:00,7.2,89
2026-03-01T06:45:54+00:00,7.3,89
2026-03-01T06:52:22+00:00,7.3,89
2026-03-01T06:57:53+00:00,7.3,89
2026-03-01T07:04:06+00:00,7.2,91
2026-03-01T07:09:54+00:00,7.2,91
2026-03-01T07:15:54+00:00,7.3,90
2026-03-01T07:27:53+00:00,7.3,90
2026-03-01T07:34:02+00:00,7.4,89
2026-03-01T07:39:53+00:00,7.4,89
2026-03-01T07:45:53+00:00,7.5,88
2026-03-01T07:52:21+00:00,7.7,88
2026-03-01T07:57:54+00:00,7.7,88
2026-03-01T08:04:07+00:00,7.8,87
2026-03-01T08:09:54+00:00,7.8,87
2026-03-01T08:15:54+00:00,8,86
2026-03-01T08:22:28+00:00,8,86
2026-03-01T08:27:53+00:00,7.8,87
2026-03-01T08:34:19+00:00,8,86
2026-03-01T08:39:53+00:00,8,86
2026-03-01T08:45:54+00:00,8.1,85
2026-03-01T08:51:59+00:00,8.1,85
2026-03-01T08:57:53+00:00,8.1,85
2026-03-01T09:03:54+00:00,8.199999999999999,84
2026-03-01T09:09:53+00:00,8.199999999999999,84
2026-03-01T09:15:56+00:00,8.4,84
2026-03-01T09:21:55+00:00,8.4,84
2026-03-01T09:27:53+00:00,8.5,82
2026-03-01T09:34:01+00:00,8.6,82
2026-03-01T09:39:53+00:00,8.6,82
2026-03-01T09:45:56+00:00,8.800000000000001,82
2026-03-01T09:57:53+00:00,8.800000000000001,82
2026-03-01T10:03:54+00:00,8.800000000000001,82
2026-03-01T10:09:53+00:00,8.800000000000001,82
2026-03-01T10:15:54+00:00,8.9,82
2026-03-01T10:22:21+00:00,8.9,82
2026-03-01T10:27:54+00:00,8.9,82
2026-03-01T10:33:54+00:00,9.1,83
2026-03-01T10:39:54+00:00,9.1,83
2026-03-01T10:45:54+00:00,9.199999999999999,83
2026-03-01T10:51:56+00:00,9.199999999999999,83
2026-03-01T10:57:54+00:00,9.199999999999999,83
2026-03-01T11:03:55+00:00,9.199999999999999,83
2026-03-01T11:09:54+00:00,9.199999999999999,83
2026-03-01T11:15:53+00:00,9.4,83
2026-03-01T11:22:04+00:00,9.4,83
2026-03-01T11:27:53+00:00,9.5,78
2026-03-01T11:39:53+00:00,9.699999999999999,79
2026-03-01T11:45:53+00:00,9.800000000000001,80
2026-03-01T11:52:03+00:00,9.800000000000001,80
2026-03-01T12:04:28+00:00,9.9,81
2026-03-01T12:09:54+00:00,9.9,81
2026-03-01T12:15:59+00:00,10.1,81
2026-03-01T12:22:05+00:00,10.1,81
2026-03-01T12:27:54+00:00,10.2,78
2026-03-01T12:33:53+00:00,10.4,79
2026-03-01T12:39:54+00:00,10.4,79
2026-03-01T12:45:54+00:00,10.6,79
2026-03-01T12:52:33+00:00,10.6,79
2026-03-01T12:57:54+00:00,10.6,79
2026-03-01T13:03:53+00:00,10.7,79
2026-03-01T13:09:53+00:00,10.7,79
2026-03-01T13:15:53+00:00,10.9,78
2026-03-01T13:22:19+00:00,10.9,78
2026-03-01T13:27:53+00:00,10.9,78
2026-03-01T13:34:06+00:00,11.1,78
2026-03-01T13:39:54+00:00,11.1,78
2026-03-01T13:45:53+00:00,11.3,80
2026-03-01T13:52:02+00:00,11.4,80
2026-03-01T13:57:53+00:00,11.4,80
2026-03-01T14:04:22+00:00,11.6,79
2026-03-01T14:09:53+00:00,11.6,79
2026-03-01T14:15:53+00:00,11.7,78
2026-03-01T14:21:56+00:00,11.7,78
2026-03-01T14:27:53+00:00,12.1,74
2026-03-01T14:33:54+00:00,12.3,72
2026-03-01T14:39:53+00:00,12.3,72
2026-03-01T14:45:54+00:00,12.4,70
2026-03-01T14:51:56+00:00,12.4,70
2026-03-01T14:57:53+00:00,12.4,70
2026-03-01T15:04:17+00:00,12.4,69
2026-03-01T15:09:53+00:00,12.4,69
2026-03-01T15:15:53+00:00,12.4,69
2026-03-01T15:22:35+00:00,12.4,69
2026-03-01T15:27:53+00:00,12.6,69
2026-03-01T15:33:56+00:00,12.4,71
2026-03-01T15:39:54+00:00,12.4,71
2026-03-01T15:45:55+00:00,12.3,72
2026-03-01T15:51:55+00:00,12.3,72
2026-03-01T15:57:53+00:00,12.3,72
2026-03-01T16:04:25+00:00,12.2,73
2026-03-01T16:09:53+00:00,12.2,73
2026-03-01T16:15:57+00:00,12.2,72
2026-03-01T16:22:07+00:00,12.2,72
2026-03-01T16:27:54+00:00,12.2,72
2026-03-01T16:33:56+00:00,12.1,71
2026-03-01T16:39:54+00:00,12.1,71
2026-03-01T16:45:54+00:00,12.2,70
2026-03-01T16:52:32+00:00,12.2,70
2026-03-01T16:57:53+00:00,12.2,70
2026-03-01T17:04:26+00:00,12.2,70
2026-03-01T17:09:55+00:00,12.2,70
2026-03-01T17:15:54+00:00,12.1,71
2026-03-01T17:27:54+00:00,12.1,69
2026-03-01T17:33:55+00:00,11.9,71
2026-03-01T17:39:53+00:00,11.9,71
2026-03-01T17:45:55+00:00,11.8,74
2026-03-01T17:51:59+00:00,11.8,74
2026-03-01T17:57:53+00:00,11.8,74
2026-03-01T18:04:31+00:00,11.7,75
2026-03-01T18:09:53+00:00,11.7,75
2026-03-01T18:15:54+00:00,11.6,76
2026-03-01T18:22:01+00:00,11.6,76
2026-03-01T18:27:53+00:00,11.6,75
2026-03-01T18:33:56+00:00,11.6,76
2026-03-01T18:39:53+00:00,11.6,76
2026-03-01T18:45:54+00:00,11.5,76
2026-03-01T18:52:35+00:00,11.5,76
2026-03-01T18:57:54+00:00,11.5,76
2026-03-01T19:03:57+00:00,11.5,77
2026-03-01T19:09:53+00:00,11.5,77
2026-03-01T19:15:55+00:00,11.5,76
2026-03-01T19:27:54+00:00,11.5,76
2026-03-01T19:33:54+00:00,11.5,75
2026-03-01T19:39:54+00:00,11.5,75
2026-03-01T19:45:54+00:00,11.6,74
2026-03-01T19:51:56+00:00,11.5,74
2026-03-01T19:57:54+00:00,11.5,74
2026-03-01T20:03:54+00:00,11.5,74
2026-03-01T20:09:54+00:00,11.5,74
2026-03-01T20:15:55+00:00,11.4,74
2026-03-01T20:22:04+00:00,11.4,74
2026-03-01T20:27:54+00:00,11.5,72
2026-03-01T20:34:26+00:00,11.4,73
2026-03-01T20:39:53+00:00,11.4,73
2026-03-01T20:45:54+00:00,11.3,74
2026-03-01T20:52:17+00:00,11.3,74
2026-03-01T20:57:55+00:00,11.3,74
2026-03-01T21:04:39+00:00,11.3,75
2026-03-01T21:09:53+00:00,11.3,75
2026-03-01T21:15:54+00:00,11.2,75
2026-03-01T21:21:56+00:00,11.2,75
2026-03-01T21:27:54+00:00,11.2,75
2026-03-01T21:33:59+00:00,11.2,75
2026-03-01T21:39:54+00:00,11.2,75
2026-03-01T21:45:54+00:00,11.1,74
2026-03-01T21:51:56+00:00,11.1,74
2026-03-01T21:57:54+00:00,11.1,74
2026-03-01T22:04:01+00:00,11.1,74
2026-03-01T22:09:54+00:00,11.1,74
2026-03-01T22:15:54+00:00,11.1,75
2026-03-01T22:21:56+00:00,11.1,75
2026-03-01T22:27:53+00:00,11.1,75
2026-03-01T22:33:54+00:00,11,76
2026-03-01T22:39:53+00:00,11,76
2026-03-01T22:45:55+00:00,11,76
2026-03-01T22:51:55+00:00,11,76
2026-03-01T22:57:53+00:00,11,76
2026-03-01T23:03:54+00:00,11,77
2026-03-01T23:09:54+00:00,11,77
2026-03-01T23:15:54+00:00,10.9,78
2026-03-01T23:22:41+00:00,10.9,78
2026-03-01T23:27:54+00:00,10.8,78
2026-03-01T23:33:56+00:00,10.8,78
2026-03-01T23:39:53+00:00,10.8,78
2026-03-01T23:45:53+00:00,10.7,79
2026-03-01T23:51:55+00:00,10.7,79
2026-03-01T23:57:54+00:00,10.7,79
2026-03-02T00:04:17+00:00,10.7,79
2026-03-02T00:09:53+00:00,10.7,79
2026-03-02T00:16:10+00:00,10.7,78
2026-03-02T00:22:33+00:00,10.7,78
2026-03-02T00:27:53+00:00,10.7,79
2026-03-02T00:34:06+00:00,10.7,78
2026-03-02T00:39:53+00:00,10.7,78
2026-03-02T00:45:54+00:00,10.7,77
2026-03-02T00:52:29+00:00,10.7,77
2026-03-02T00:57:54+00:00,10.7,77
2026-03-02T01:04:14+00:00,10.7,76
2026-03-02T01:09:53+00:00,10.7,76
2026-03-02T01:15:56+00:00,10.7,75
2026-03-02T01:22:19+00:00,10.7,75
2026-03-02T01:27:54+00:00,10.7,75
2026-03-02T01:34:09+00:00,10.6,74
2026-03-02T01:39:54+00:00,10.6,74
2026-03-02T01:45:59+00:00,10.5,76
2026-03-02T01:52:23+00:00,10.5,76
2026-03-02T01:57:53+00:00,10.5,76
2026-03-02T02:03:56+00:00,10.5,75
2026-03-02T02:09:53+00:00,10.5,75
2026-03-02T02:15:54+00:00,10.5,75
2026-03-02T02:22:28+00:00,10.5,75
2026-03-02T02:27:53+00:00,10.3,78
2026-03-02T02:33:54+00:00,10.3,77
2026-03-02T02:39:54+00:00,10.3,77
2026-03-02T02:45:53+00:00,10.3,76
2026-03-02T02:52:14+00:00,10.3,76
2026-03-02T02:57:54+00:00,10.3,76
2026-03-02T03:03:56+00:00,10.3,76
2026-03-02T03:09:54+00:00,10.3,76
2026-03-02T03:15:53+00:00,10.3,76
2026-03-02T03:22:14+00:00,10.3,76
2026-03-02T03:27:54+00:00,10.3,75
2026-03-02T03:34:23+00:00,10.3,75
2026-03-02T03:39:54+00:00,10.3,75
2026-03-02T03:45:56+00:00,10.3,76
2026-03-02T03:51:57+00:00,10.3,76
2026-03-02T03:57:54+00:00,10.3,76
2026-03-02T04:04:31+00:00,10.2,76
2026-03-02T04:09:53+00:00,10.2,76
2026-03-02T04:16:50+00:00,10.2,76
2026-03-02T04:22:18+00:00,10.2,76
2026-03-02T04:27:53+00:00,10.2,76
2026-03-02T04:33:59+00:00,10.2,76
2026-03-02T04:39:54+00:00,10.2,76
2026-03-02T04:46:35+00:00,10.2,75
2026-03-02T04:52:06+00:00,10.2,75
2026-03-02T04:57:53+00:00,10.2,75
2026-03-02T05:09:56+00:00,10.2,75
2026-03-02T05:16:58+00:00,10.2,75
2026-03-02T05:21:54+00:00,10.2,75
2026-03-02T05:28:06+00:00,10.1,75
2026-03-02T05:33:56+00:00,10,75
2026-03-02T05:39:54+00:00,10,75
2026-03-02T05:45:57+00:00,10,75
2026-03-02T05:52:09+00:00,10,75
2026-03-02T05:57:53+00:00,10,75
2026-03-02T06:04:12+00:00,10,75
2026-03-02T06:10:24+00:00,10,75
2026-03-02T06:15:54+00:00,10,75
2026-03-02T06:21:55+00:00,10,75
2026-03-02T06:27:59+00:00,9.800000000000001,74
2026-03-02T06:34:08+00:00,9.800000000000001,75
2026-03-02T06:39:53+00:00,9.800000000000001,75
2026-03-02T06:46:03+00:00,9.800000000000001,76
2026-03-02T06:51:55+00:00,9.800000000000001,76
2026-03-02T06:57:53+00:00,9.800000000000001,76
2026-03-02T07:03:56+00:00,9.699999999999999,76
2026-03-02T07:10:41+00:00,9.699999999999999,76
2026-03-02T07:16:00+00:00,9.699999999999999,76
2026-03-02T07:22:15+00:00,9.699999999999999,76
2026-03-02T07:27:54+00:00,9.699999999999999,76
2026-03-02T07:33:56+00:00,9.800000000000001,76
2026-03-02T07:39:53+00:00,9.800000000000001,76
2026-03-02T07:45:53+00:00,9.800000000000001,77
2026-03-02T07:51:56+00:00,9.800000000000001,77
2026-03-02T07:57:53+00:00,9.800000000000001,77
2026-03-02T08:03:56+00:00,9.800000000000001,77
2026-03-02T08:09:55+00:00,9.800000000000001,77
2026-03-02T08:15:56+00:00,9.9,77
2026-03-02T08:22:11+00:00,9.9,77
2026-03-02T08:28:29+00:00,10,76
2026-03-02T08:33:56+00:00,10.1,76
2026-03-02T08:39:54+00:00,10.1,76
2026-03-02T08:45:54+00:00,10.3,75
2026-03-02T08:51:56+00:00,10.3,75
2026-03-02T08:58:51+00:00,10.3,75
2026-03-02T09:04:09+00:00,10.4,75
2026-03-02T09:10:12+00:00,10.4,75
2026-03-02T09:15:55+00:00,10.5,75
2026-03-02T09:22:50+00:00,10.5,75
2026-03-02T09:28:05+00:00,10.5,74
2026-03-02T09:34:23+00:00,10.7,73
2026-03-02T09:39:56+00:00,10.7,73
2026-03-02T09:45:57+00:00,10.8,73
2026-03-02T09:51:55+00:00,10.8,73
2026-03-02T09:58:08+00:00,10.8,73
2026-03-02T10:04:25+00:00,10.9,73
2026-03-02T10:09:54+00:00,10.9,73
2026-03-02T10:15:54+00:00,11.1,73
2026-03-02T10:21:54+00:00,11.1,73
2026-03-02T10:27:56+00:00,11.1,73
2026-03-02T10:33:56+00:00,11.2,73
2026-03-02T10:39:53+00:00,11.2,73
2026-03-02T10:45:56+00:00,11.2,75
2026-03-02T10:51:54+00:00,11.2,75
2026-03-02T10:57:53+00:00,11.2,75
2026-03-02T11:04:35+00:00,11.3,75
2026-03-02T11:09:53+00:00,11.3,75
2026-03-02T11:15:54+00:00,11.5,74
2026-03-02T11:22:19+00:00,11.5,74
2026-03-02T11:28:23+00:00,11.7,73
2026-03-02T11:34:01+00:00,11.9,73
2026-03-02T11:39:54+00:00,11.9,73
2026-03-02T11:45:54+00:00,12.2,72
2026-03-02T11:52:27+00:00,12.2,72
2026-03-02T11:57:53+00:00,12.2,72
2026-03-02T12:04:01+00:00,12.4,71
2026-03-02T12:09:53+00:00,12.4,71
2026-03-02T12:17:18+00:00,12.5,70
2026-03-02T12:27:53+00:00,12.7,69
2026-03-02T12:39:53+00:00,12.8,68
2026-03-02T12:45:54+00:00,12.9,67
2026-03-02T12:52:05+00:00,12.9,67
2026-03-02T12:57:54+00:00,12.9,67
2026-03-02T13:03:54+00:00,13,66
2026-03-02T13:09:53+00:00,13,66
2026-03-02T13:15:54+00:00,12.4,68
2026-03-02T13:22:14+00:00,12.4,68
2026-03-02T13:27:54+00:00,12.4,68
2026-03-02T13:34:16+00:00,11.5,72
2026-03-02T13:39:54+00:00,11.5,72
2026-03-02T13:45:55+00:00,10.3,86
2026-03-02T13:52:38+00:00,10.3,86
2026-03-02T13:57:53+00:00,10.3,86
2026-03-02T14:04:36+00:00,9.6,91
2026-03-02T14:09:53+00:00,9.6,91
2026-03-02T14:15:53+00:00,9.199999999999999,92
2026-03-02T14:21:55+00:00,9.199999999999999,92
2026-03-02T14:27:54+00:00,9.1,92
2026-03-02T14:33:55+00:00,9,91
2026-03-02T14:39:54+00:00,9,91
2026-03-02T14:45:55+00:00,9,89
2026-03-02T14:52:22+00:00,9,89
2026-03-02T14:57:54+00:00,9,89
2026-03-02T15:04:42+00:00,8.9,88
2026-03-02T15:09:55+00:00,8.9,88
2026-03-02T15:16:54+00:00,9,87
2026-03-02T15:22:17+00:00,9,87
2026-03-02T15:27:53+00:00,8.9,87
2026-03-02T15:34:04+00:00,9,87
2026-03-02T15:39:54+00:00,9,87
2026-03-02T15:45:54+00:00,9.199999999999999,86
2026-03-02T15:52:22+00:00,9.199999999999999,86
2026-03-02T15:57:53+00:00,9.199999999999999,86
2026-03-02T16:03:54+00:00,9.300000000000001,85
2026-03-02T16:09:53+00:00,9.300000000000001,85
2026-03-02T16:15:55+00:00,9.300000000000001,85
2026-03-02T16:21:55+00:00,9.300000000000001,85
2026-03-02T16:27:54+00:00,9.300000000000001,85
2026-03-02T16:33:56+00:00,9.300000000000001,86
2026-03-02T16:39:53+00:00,9.300000000000001,86
2026-03-02T16:45:54+00:00,9.1,89
2026-03-02T16:52:33+00:00,9.1,89
2026-03-02T16:57:55+00:00,9.1,89
2026-03-02T17:04:06+00:00,9.199999999999999,88
2026-03-02T17:09:54+00:00,9.199999999999999,88
2026-03-02T17:15:54+00:00,9.199999999999999,88
2026-03-02T17:22:04+00:00,9.199999999999999,88
2026-03-02T17:27:54+00:00,9.5,87
2026-03-02T17:33:59+00:00,9.5,88
2026-03-02T17:39:54+00:00,9.5,88
2026-03-02T17:45:53+00:00,9.5,89
2026-03-02T17:52:34+00:00,9.5,89
2026-03-02T17:57:53+00:00,9.5,89
2026-03-02T18:03:55+00:00,9.5,90
2026-03-02T18:09:53+00:00,9.5,90
2026-03-02T18:15:54+00:00,9.5,90
2026-03-02T18:22:09+00:00,9.5,90
2026-03-02T18:27:53+00:00,9.699999999999999,88
2026-03-02T18:33:54+00:00,9.800000000000001,86
2026-03-02T18:39:53+00:00,9.800000000000001,86
2026-03-02T18:45:54+00:00,9.800000000000001,84
2026-03-02T18:52:14+00:00,9.800000000000001,84
2026-03-02T18:57:53+00:00,9.800000000000001,84
2026-03-02T19:04:23+00:00,9.800000000000001,83
2026-03-02T19:09:54+00:00,9.800000000000001,83
2026-03-02T19:15:54+00:00,9.699999999999999,84
2026-03-02T19:22:42+00:00,9.699999999999999,84
2026-03-02T19:27:53+00:00,9.699999999999999,84
2026-03-02T19:34:09+00:00,9.6,85
2026-03-02T19:40:03+00:00,9.6,85
2026-03-02T19:46:32+00:00,9.4,88
2026-03-02T19:52:12+00:00,9.4,88
2026-03-02T20:03:56+00:00,9.300000000000001,88
2026-03-02T20:10:17+00:00,9.300000000000001,88
2026-03-02T20:15:55+00:00,9.1,89
2026-03-02T20:22:09+00:00,9.1,89
2026-03-02T20:28:00+00:00,9.199999999999999,90
2026-03-02T20:33:56+00:00,9,91
2026-03-02T20:39:59+00:00,9,91
2026-03-02T20:46:35+00:00,8.800000000000001,92
2026-03-02T20:51:56+00:00,8.800000000000001,92
2026-03-02T20:58:04+00:00,8.800000000000001,92
2026-03-02T21:03:54+00:00,8.699999999999999,92
2026-03-02T21:09:55+00:00,8.699999999999999,92
2026-03-02T21:17:09+00:00,8.699999999999999,92
2026-03-02T21:21:59+00:00,8.699999999999999,92
2026-03-02T21:28:18+00:00,8.4,90
2026-03-02T21:34:11+00:00,8.300000000000001,91
2026-03-02T21:40:10+00:00,8.300000000000001,91
2026-03-02T21:46:37+00:00,8.199999999999999,92
2026-03-02T21:52:11+00:00,8.199999999999999,92
2026-03-02T21:57:56+00:00,8.199999999999999,92
2026-03-02T22:04:02+00:00,8.1,92
2026-03-02T22:09:55+00:00,8.1,92
2026-03-02T22:16:33+00:00,8,91
2026-03-02T22:21:55+00:00,8,91
2026-03-02T22:27:55+00:00,8,91
2026-03-02T22:33:55+00:00,8,89
2026-03-02T22:40:30+00:00,8,89
2026-03-02T22:46:01+00:00,8.300000000000001,86
2026-03-02T22:52:03+00:00,8.300000000000001,86
2026-03-02T22:58:04+00:00,8.300000000000001,86
2026-03-02T23:09:55+00:00,8.199999999999999,85
2026-03-02T23:16:18+00:00,8.199999999999999,84
2026-03-02T23:28:13+00:00,8.5,87
2026-03-02T23:34:06+00:00,8.5,85
2026-03-02T23:39:56+00:00,8.5,85
2026-03-02T23:46:00+00:00,8.4,83
2026-03-02T23:52:18+00:00,8.4,83
2026-03-02T23:58:01+00:00,8.4,83
2026-03-03T00:03:56+00:00,8.4,82
2026-03-03T00:09:55+00:00,8.4,82
2026-03-03T00:21:55+00:00,8.300000000000001,82
2026-03-03T00:27:57+00:00,8.1,84
2026-03-03T00:33:56+00:00,8.1,84
2026-03-03T00:40:03+00:00,8.1,84
2026-03-03T00:46:20+00:00,8.199999999999999,83
2026-03-03T00:51:55+00:00,8.199999999999999,83
2026-03-03T00:57:57+00:00,8.199999999999999,83
2026-03-03T01:03:56+00:00,8.199999999999999,83
2026-03-03T01:09:56+00:00,8.199999999999999,83
2026-03-03T01:16:48+00:00,8.1,84
2026-03-03T01:21:55+00:00,8.1,84
2026-03-03T01:28:24+00:00,8.1,84
2026-03-03T01:33:57+00:00,7.9,85
2026-03-03T01:40:00+00:00,7.9,85
2026-03-03T01:45:58+00:00,7.8,86
2026-03-03T01:52:23+00:00,7.8,86
2026-03-03T01:58:10+00:00,7.8,86
2026-03-03T02:03:56+00:00,7.6,87
2026-03-03T02:10:15+00:00,7.6,87
2026-03-03T02:16:34+00:00,7.5,87
2026-03-03T02:22:24+00:00,7.5,87
2026-03-03T02:28:34+00:00,7.8,85
2026-03-03T02:34:06+00:00,7.7,85
2026-03-03T02:45:56+00:00,7.6,84
2026-03-03T02:51:54+00:00,7.6,84
2026-03-03T02:57:54+00:00,7.6,84
2026-03-03T03:04:18+00:00,7.5,84
2026-03-03T03:09:53+00:00,7.5,84
2026-03-03T03:16:41+00:00,7.4,84
2026-03-03T03:22:04+00:00,7.4,84
2026-03-03T03:27:55+00:00,7.3,84
2026-03-03T03:33:55+00:00,7.2,84
