created_at,outdoor_temp_c,outdoor_humidity_percent
2026-02-26T18:27:54+00:00,10.6,85
2026-02-26T18:34:04+00:00,10.5,87
2026-02-26T18:40:03+00:00,10.5,87
2026-02-26T18:46:17+00:00,10.4,89
2026-02-26T18:51:56+00:00,10.4,89
2026-02-26T18:57:55+00:00,10.4,89
2026-02-26T19:03:55+00:00,10.3,90
2026-02-26T19:09:55+00:00,10.3,90
2026-02-26T19:15:58+00:00,10.2,91
2026-02-26T19:22:11+00:00,10.2,91
2026-02-26T19:28:01+00:00,10.2,91
2026-02-26T19:33:56+00:00,10.2,92
2026-02-26T19:39:55+00:00,10.2,92
2026-02-26T19:46:09+00:00,10.1,93
2026-02-26T19:51:55+00:00,10.2,94
2026-02-26T19:57:56+00:00,10.2,94
2026-02-26T20:03:55+00:00,10.2,95
2026-02-26T20:09:55+00:00,10.2,95
2026-02-26T20:15:57+00:00,10.1,95
2026-02-26T20:21:56+00:00,10.1,95
2026-02-26T20:27:56+00:00,10,95
2026-02-26T20:33:56+00:00,10,95
2026-02-26T20:39:55+00:00,10,95
2026-02-26T20:45:57+00:00,10,95
2026-02-26T20:51:54+00:00,10,95
2026-02-26T20:58:01+00:00,10,95
2026-02-26T21:03:56+00:00,10,95
2026-02-26T21:10:07+00:00,10,95
2026-02-26T21:16:03+00:00,10,95
2026-02-26T21:22:12+00:00,10,95
2026-02-26T21:28:11+00:00,10,94
2026-02-26T21:33:56+00:00,10,95
2026-02-26T21:40:04+00:00,10,95
2026-02-26T21:45:55+00:00,9.9,95
2026-02-26T21:51:56+00:00,9.9,95
2026-02-26T21:57:54+00:00,9.9,95
2026-02-26T22:03:55+00:00,9.9,95
2026-02-26T22:10:04+00:00,9.9,95
2026-02-26T22:16:07+00:00,9.9,95
2026-02-26T22:22:35+00:00,9.9,95
2026-02-26T22:27:55+00:00,9.9,95
2026-02-26T22:33:54+00:00,9.9,95
2026-02-26T22:39:55+00:00,9.9,95
2026-02-26T22:46:11+00:00,9.9,95
2026-02-26T22:51:55+00:00,9.9,95
2026-02-26T22:57:55+00:00,9.9,95
2026-02-26T23:03:57+00:00,9.9,95
2026-02-26T23:22:00+00:00,9.9,95
2026-02-26T23:34:01+00:00,9.800000000000001,94
2026-02-26T23:40:35+00:00,9.800000000000001,94
2026-02-26T23:52:20+00:00,9.800000000000001,93
2026-02-26T23:57:58+00:00,9.800000000000001,93
2026-02-27T00:09:56+00:00,9.800000000000001,93
2026-02-27T00:15:55+00:00,9.800000000000001,93
2026-02-27T00:28:26+00:00,9.800000000000001,95
2026-02-27T00:33:55+00:00,9.800000000000001,95
2026-02-27T00:40:21+00:00,9.800000000000001,95
2026-02-27T00:45:55+00:00,9.699999999999999,94
2026-02-27T00:52:20+00:00,9.699999999999999,94
2026-02-27T00:57:55+00:00,9.699999999999999,94
2026-02-27T01:03:55+00:00,9.699999999999999,94
2026-02-27T01:10:25+00:00,9.699999999999999,94
2026-02-27T01:15:55+00:00,9.699999999999999,94
2026-02-27T01:22:00+00:00,9.699999999999999,94
2026-02-27T01:27:55+00:00,9.699999999999999,94
2026-02-27T01:34:16+00:00,9.699999999999999,94
2026-02-27T01:39:55+00:00,9.699999999999999,94
2026-02-27T01:46:07+00:00,9.6,95
2026-02-27T01:52:01+00:00,9.699999999999999,94
2026-02-27T01:57:57+00:00,9.699999999999999,94
2026-02-27T02:04:27+00:00,9.699999999999999,94
2026-02-27T02:16:06+00:00,9.6,94
2026-02-27T02:22:00+00:00,9.6,94
2026-02-27T02:27:56+00:00,9.5,94
2026-02-27T02:34:41+00:00,9.5,95
2026-02-27T02:40:38+00:00,9.5,95
2026-02-27T02:46:33+00:00,9.4,95
2026-02-27T02:57:55+00:00,9.4,95
2026-02-27T03:04:21+00:00,9.4,95
2026-02-27T03:09:55+00:00,9.4,95
2026-02-27T03:16:20+00:00,9.4,95
2026-02-27T03:21:53+00:00,9.4,95
2026-02-27T03:34:03+00:00,9.199999999999999,94
2026-02-27T03:39:54+00:00,9.199999999999999,94
2026-02-27T03:45:53+00:00,9.199999999999999,93
2026-02-27T03:52:16+00:00,9.199999999999999,93
2026-02-27T03:57:54+00:00,9.199999999999999,93
2026-02-27T04:03:54+00:00,9.199999999999999,93
2026-02-27T04:09:53+00:00,9.199999999999999,93
2026-02-27T04:15:54+00:00,9.199999999999999,93
2026-02-27T04:21:56+00:00,9.199999999999999,93
2026-02-27T04:27:53+00:00,9.199999999999999,93
2026-02-27T04:33:54+00:00,9.199999999999999,93
2026-02-27T04:39:53+00:00,9.199999999999999,93
2026-02-27T04:45:53+00:00,8.9,95
2026-02-27T04:51:56+00:00,8.9,95
2026-02-27T04:57:53+00:00,8.9,95
2026-02-27T05:04:53+00:00,8.9,95
2026-02-27T05:09:53+00:00,8.9,95
2026-02-27T05:15:55+00:00,8.9,94
2026-02-27T05:27:54+00:00,8.6,95
2026-02-27T05:33:54+00:00,8.699999999999999,94
2026-02-27T05:39:53+00:00,8.699999999999999,94
2026-02-27T05:45:54+00:00,8.699999999999999,93
2026-02-27T05:52:21+00:00,8.699999999999999,93
2026-02-27T05:57:54+00:00,8.699999999999999,93
2026-02-27T06:04:27+00:00,8.800000000000001,93
2026-02-27T06:09:53+00:00,8.800000000000001,93
2026-02-27T06:15:56+00:00,8.800000000000001,92
2026-02-27T06:21:55+00:00,8.800000000000001,92
2026-02-27T06:27:53+00:00,8.4,96
2026-02-27T06:34:14+00:00,8.4,96
2026-02-27T06:39:53+00:00,8.4,96
2026-02-27T06:45:53+00:00,8.4,96
2026-02-27T06:51:55+00:00,8.4,96
2026-02-27T06:57:53+00:00,8.4,96
2026-02-27T07:04:37+00:00,8.4,96
2026-02-27T07:09:54+00:00,8.4,96
2026-02-27T07:15:54+00:00,8.4,95
2026-02-27T07:22:38+00:00,8.4,95
2026-02-27T07:27:53+00:00,8.4,95
2026-02-27T07:33:54+00:00,8.6,93
2026-02-27T07:39:54+00:00,8.6,93
2026-02-27T07:45:54+00:00,8.699999999999999,91
2026-02-27T07:51:59+00:00,8.4,94
2026-02-27T07:57:55+00:00,8.4,94
2026-02-27T08:04:15+00:00,8.4,94
2026-02-27T08:09:56+00:00,8.4,94
2026-02-27T08:16:20+00:00,8.4,93
2026-02-27T08:21:56+00:00,8.4,93
2026-02-27T08:27:53+00:00,8.300000000000001,92
2026-02-27T08:33:54+00:00,8.4,91
2026-02-27T08:39:53+00:00,8.4,91
2026-02-27T08:45:54+00:00,8.5,90
2026-02-27T08:52:27+00:00,8.5,90
2026-02-27T08:57:53+00:00,8.5,90
2026-02-27T09:03:57+00:00,8.5,89
2026-02-27T09:09:54+00:00,8.5,89
2026-02-27T09:15:54+00:00,8.6,88
2026-02-27T09:22:04+00:00,8.6,88
2026-02-27T09:27:54+00:00,8.5,89
2026-02-27T09:33:55+00:00,8.6,87
2026-02-27T09:40:05+00:00,8.6,87
2026-02-27T09:45:55+00:00,8.800000000000001,85
2026-02-27T09:52:33+00:00,8.800000000000001,85
2026-02-27T09:57:54+00:00,8.800000000000001,85
2026-02-27T10:03:56+00:00,8.9,84
2026-02-27T10:09:54+00:00,8.9,84
2026-02-27T10:15:54+00:00,9,83
2026-02-27T10:22:13+00:00,9,83
2026-02-27T10:27:54+00:00,9,83
2026-02-27T10:34:17+00:00,9.199999999999999,82
2026-02-27T10:39:53+00:00,9.199999999999999,82
2026-02-27T10:45:55+00:00,9.4,80
2026-02-27T10:51:57+00:00,9.4,80
2026-02-27T10:57:53+00:00,9.4,80
2026-02-27T11:04:09+00:00,9.5,80
2026-02-27T11:09:53+00:00,9.5,80
2026-02-27T11:15:53+00:00,9.699999999999999,79
2026-02-27T11:21:56+00:00,9.699999999999999,79
2026-02-27T11:27:53+00:00,9.4,78
2026-02-27T11:33:54+00:00,9.6,77
2026-02-27T11:39:53+00:00,9.6,77
2026-02-27T11:45:54+00:00,9.699999999999999,76
2026-02-27T11:57:53+00:00,9.699999999999999,76
2026-02-27T12:03:54+00:00,9.800000000000001,75
2026-02-27T12:09:53+00:00,9.800000000000001,75
2026-02-27T12:15:54+00:00,9.9,74
2026-02-27T12:21:55+00:00,9.9,74
2026-02-27T12:27:53+00:00,10.1,73
2026-02-27T12:33:53+00:00,10.3,71
2026-02-27T12:39:54+00:00,10.3,71
2026-02-27T12:45:53+00:00,10.4,69
2026-02-27T12:51:59+00:00,10.4,69
2026-02-27T12:57:55+00:00,10.4,69
2026-02-27T13:04:25+00:00,10.4,68
2026-02-27T13:09:54+00:00,10.4,68
2026-02-27T13:15:53+00:00,10.5,67
2026-02-27T13:21:56+00:00,10.5,67
2026-02-27T13:27:54+00:00,10.5,67
2026-02-27T13:33:54+00:00,10.6,67
2026-02-27T13:39:54+00:00,10.6,67
2026-02-27T13:45:54+00:00,10.6,71
2026-02-27T13:52:05+00:00,10.6,71
2026-02-27T13:57:53+00:00,10.6,71
2026-02-27T14:09:54+00:00,10.6,71
2026-02-27T14:15:53+00:00,10.6,72
2026-02-27T14:22:23+00:00,10.6,72
2026-02-27T14:27:53+00:00,10.7,70
2026-02-27T14:33:54+00:00,10.6,71
2026-02-27T14:39:53+00:00,10.6,71
2026-02-27T14:45:54+00:00,10.6,72
2026-02-27T14:52:32+00:00,10.6,72
2026-02-27T14:57:55+00:00,10.6,72
2026-02-27T15:03:56+00:00,10.5,73
2026-02-27T15:09:54+00:00,10.5,73
2026-02-27T15:15:54+00:00,10.4,74
2026-02-27T15:21:57+00:00,10.4,74
2026-02-27T15:27:54+00:00,10.6,77
2026-02-27T15:34:04+00:00,10.4,78
2026-02-27T15:39:53+00:00,10.4,78
2026-02-27T15:45:54+00:00,10.2,80
2026-02-27T15:52:12+00:00,10.2,80
2026-02-27T15:57:54+00:00,10.2,80
2026-02-27T16:03:55+00:00,10.1,81
2026-02-27T16:09:53+00:00,10.1,81
2026-02-27T16:15:54+00:00,10,81
2026-02-27T16:22:19+00:00,10,81
2026-02-27T16:27:53+00:00,10,81
2026-02-27T16:33:54+00:00,9.9,81
2026-02-27T16:39:54+00:00,9.9,81
2026-02-27T16:45:54+00:00,9.800000000000001,79
2026-02-27T16:51:56+00:00,10,79
2026-02-27T16:57:54+00:00,10,79
2026-02-27T17:04:29+00:00,9.9,80
2026-02-27T17:09:53+00:00,9.9,80
2026-02-27T17:15:56+00:00,9.800000000000001,81
2026-02-27T17:21:55+00:00,9.800000000000001,81
2026-02-27T17:27:54+00:00,9.9,78
2026-02-27T17:33:54+00:00,9.800000000000001,79
2026-02-27T17:39:54+00:00,9.800000000000001,79
2026-02-27T17:45:54+00:00,9.699999999999999,80
2026-02-27T17:52:06+00:00,9.699999999999999,80
2026-02-27T17:57:53+00:00,9.699999999999999,80
2026-02-27T18:03:56+00:00,9.699999999999999,81
2026-02-27T18:09:54+00:00,9.699999999999999,81
2026-02-27T18:15:53+00:00,9.5,82
2026-02-27T18:21:56+00:00,9.5,82
2026-02-27T18:27:55+00:00,9.300000000000001,80
2026-02-27T18:33:54+00:00,9.1,82
2026-02-27T18:39:54+00:00,9.1,82
2026-02-27T18:45:54+00:00,9,83
2026-02-27T18:52:09+00:00,9,83
2026-02-27T18:57:54+00:00,9,83
2026-02-27T19:04:22+00:00,8.9,84
2026-02-27T19:09:53+00:00,8.9,84
2026-02-27T19:15:54+00:00,8.699999999999999,84
2026-02-27T19:21:56+00:00,8.699999999999999,84
2026-02-27T19:27:55+00:00,8.699999999999999,84
2026-02-27T19:34:00+00:00,8.6,84
2026-02-27T19:39:54+00:00,8.6,84
2026-02-27T19:45:54+00:00,8.5,84
2026-02-27T19:52:27+00:00,8.699999999999999,85
2026-02-27T19:57:54+00:00,8.699999999999999,85
2026-02-27T20:04:16+00:00,8.699999999999999,83
2026-02-27T20:09:53+00:00,8.699999999999999,83
2026-02-27T20:15:54+00:00,8.6,83
2026-02-27T20:22:30+00:00,8.6,83
2026-02-27T20:27:54+00:00,8.800000000000001,83
2026-02-27T20:33:55+00:00,8.699999999999999,84
2026-02-27T20:39:53+00:00,8.699999999999999,84
2026-02-27T20:45:54+00:00,8.699999999999999,85
2026-02-27T20:52:22+00:00,8.699999999999999,85
2026-02-27T20:57:54+00:00,8.699999999999999,85
2026-02-27T21:09:53+00:00,8.6,86
2026-02-27T21:15:54+00:00,8.6,86
2026-02-27T21:22:10+00:00,8.6,86
2026-02-27T21:27:53+00:00,8.6,86
2026-02-27T21:33:54+00:00,8.6,86
2026-02-27T21:39:53+00:00,8.6,86
2026-02-27T21:45:54+00:00,8.6,85
2026-02-27T21:52:00+00:00,8.6,85
2026-02-27T21:57:54+00:00,8.6,85
2026-02-27T22:04:24+00:00,8.6,85
2026-02-27T22:09:53+00:00,8.6,85
2026-02-27T22:15:54+00:00,8.6,85
2026-02-27T22:22:18+00:00,8.6,85
2026-02-27T22:27:53+00:00,8.6,85
2026-02-27T22:33:54+00:00,8.4,84
2026-02-27T22:39:53+00:00,8.4,84
2026-02-27T22:45:54+00:00,8.300000000000001,82
2026-02-27T22:51:56+00:00,8.300000000000001,82
2026-02-27T22:57:53+00:00,8.300000000000001,82
2026-02-27T23:04:18+00:00,8.199999999999999,82
2026-02-27T23:09:54+00:00,8.199999999999999,82
2026-02-27T23:15:53+00:00,8.1,81
2026-02-27T23:21:55+00:00,8.1,81
2026-02-27T23:27:53+00:00,8.1,81
2026-02-27T23:39:53+00:00,7.9,80
2026-02-27T23:45:53+00:00,7.8,79
2026-02-27T23:52:13+00:00,7.8,79
2026-02-27T23:57:53+00:00,7.8,79
2026-02-28T00:09:54+00:00,7.7,78
2026-02-28T00:15:54+00:00,7.6,78
2026-02-28T00:22:20+00:00,7.6,78
2026-02-28T00:27:53+00:00,7.6,78
2026-02-28T00:33:54+00:00,7.5,78
2026-02-28T00:39:54+00:00,7.5,78
2026-02-28T00:45:54+00:00,7.5,79
2026-02-28T00:51:56+00:00,7.5,79
2026-02-28T00:57:54+00:00,7.5,79
2026-02-28T01:03:56+00:00,7.4,79
2026-02-28T01:09:54+00:00,7.4,79
2026-02-28T01:15:54+00:00,7.4,79
2026-02-28T01:22:22+00:00,7.4,79
2026-02-28T01:27:54+00:00,7.4,79
2026-02-28T01:33:55+00:00,7.3,80
2026-02-28T01:39:53+00:00,7.3,80
2026-02-28T01:45:54+00:00,7.4,78
2026-02-28T01:52:02+00:00,7.4,78
2026-02-28T01:57:54+00:00,7.4,78
2026-02-28T02:03:56+00:00,7.3,78
2026-02-28T02:09:53+00:00,7.3,78
2026-02-28T02:15:54+00:00,7.2,79
2026-02-28T02:21:56+00:00,7.2,79
2026-02-28T02:27:53+00:00,7.3,77
2026-02-28T02:33:57+00:00,7.2,78
2026-02-28T02:39:53+00:00,7.2,78
2026-02-28T02:45:54+00:00,7.1,79
2026-02-28T02:51:54+00:00,7.1,79
2026-02-28T02:57:53+00:00,7.1,79
2026-02-28T03:03:54+00:00,7,80
2026-02-28T03:09:54+00:00,7,80
2026-02-28T03:15:54+00:00,6.9,81
2026-02-28T03:22:16+00:00,6.9,81
2026-02-28T03:27:53+00:00,7,80
2026-02-28T03:33:59+00:00,6.9,80
2026-02-28T03:39:53+00:00,6.9,80
2026-02-28T03:45:56+00:00,6.9,80
2026-02-28T03:51:56+00:00,6.9,80
2026-02-28T03:57:55+00:00,6.9,80
2026-02-28T04:09:54+00:00,6.9,80
2026-02-28T04:15:55+00:00,6.8,80
2026-02-28T04:21:56+00:00,6.8,80
2026-02-28T04:28:14+00:00,6.8,80
2026-02-28T04:33:56+00:00,6.8,81
2026-02-28T04:40:20+00:00,6.8,81
2026-02-28T04:45:54+00:00,6.8,82
2026-02-28T04:52:15+00:00,6.8,82
2026-02-28T04:57:56+00:00,6.8,82
2026-02-28T05:04:06+00:00,6.8,82
2026-02-28T05:09:56+00:00,6.8,82
2026-02-28T05:15:55+00:00,6.8,82
2026-02-28T05:21:56+00:00,6.8,82
2026-02-28T05:27:54+00:00,6.9,81
2026-02-28T05:33:56+00:00,6.9,80
2026-02-28T05:39:53+00:00,6.9,80
2026-02-28T05:45:56+00:00,6.9,79
2026-02-28T05:51:56+00:00,6.9,79
2026-02-28T05:58:36+00:00,6.9,79
2026-02-28T06:03:56+00:00,6.9,79
2026-02-28T06:09:53+00:00,6.9,79
2026-02-28T06:15:56+00:00,6.9,79
2026-02-28T06:21:56+00:00,6.9,79
2026-02-28T06:27:58+00:00,6.9,78
2026-02-28T06:34:25+00:00,6.8,78
2026-02-28T06:40:18+00:00,6.8,78
2026-02-28T06:46:32+00:00,6.8,78
2026-02-28T06:51:59+00:00,6.8,78
2026-02-28T06:57:54+00:00,6.8,78
2026-02-28T07:03:56+00:00,6.8,78
2026-02-28T07:09:56+00:00,6.8,78
2026-02-28T07:15:54+00:00,6.7,78
2026-02-28T07:22:15+00:00,6.7,78
2026-02-28T07:27:54+00:00,6.7,78
2026-02-28T07:39:54+00:00,6.7,77
2026-02-28T07:45:54+00:00,6.7,76
2026-02-28T07:52:41+00:00,6.7,82
2026-02-28T07:57:53+00:00,6.7,82
2026-02-28T08:03:55+00:00,6.7,82
2026-02-28T08:09:57+00:00,6.7,82
2026-02-28T08:15:56+00:00,6.8,81
2026-02-28T08:22:01+00:00,6.8,81
2026-02-28T08:27:54+00:00,6.7,79
2026-02-28T08:34:25+00:00,6.8,79
2026-02-28T08:39:55+00:00,6.8,79
2026-02-28T08:45:54+00:00,6.8,78
2026-02-28T08:51:55+00:00,6.8,78
2026-02-28T08:57:54+00:00,6.8,78
2026-02-28T09:04:43+00:00,6.9,78
2026-02-28T09:16:18+00:00,6.9,78
2026-02-28T09:22:02+00:00,6.9,78
2026-02-28T09:27:53+00:00,6.9,77
2026-02-28T09:33:55+00:00,7,76
2026-02-28T09:39:54+00:00,7,76
2026-02-28T09:45:56+00:00,7,76
2026-02-28T09:51:56+00:00,7,76
2026-02-28T09:57:54+00:00,7,76
2026-02-28T10:04:16+00:00,7,75
2026-02-28T10:09:53+00:00,7,75
2026-02-28T10:15:55+00:00,7,75
2026-02-28T10:22:01+00:00,7,75
2026-02-28T10:27:53+00:00,7,75
2026-02-28T10:34:06+00:00,7,74
2026-02-28T10:39:53+00:00,7,74
2026-02-28T10:45:54+00:00,7,74
2026-02-28T10:51:56+00:00,7,74
2026-02-28T10:57:53+00:00,7,74
2026-02-28T11:03:54+00:00,7,73
2026-02-28T11:09:54+00:00,7,73
2026-02-28T11:15:54+00:00,7,74
2026-02-28T11:21:57+00:00,7,74
2026-02-28T11:27:53+00:00,7.3,71
2026-02-28T11:33:55+00:00,7.4,71
2026-02-28T11:39:54+00:00,7.4,71
2026-02-28T11:45:55+00:00,7.4,71
2026-02-28T11:52:17+00:00,7.4,71
2026-02-28T11:57:53+00:00,7.4,71
2026-02-28T12:04:11+00:00,7.5,71
2026-02-28T12:09:54+00:00,7.5,71
2026-02-28T12:15:54+00:00,7.4,73
2026-02-28T12:22:27+00:00,7.4,73
2026-02-28T12:27:54+00:00,7.3,75
2026-02-28T12:33:56+00:00,7.2,78
2026-02-28T12:39:53+00:00,7.2,78
2026-02-28T12:45:54+00:00,7,81
2026-02-28T12:51:56+00:00,7,81
2026-02-28T12:57:54+00:00,7,81
2026-02-28T13:04:30+00:00,7,83
2026-02-28T13:09:54+00:00,7,83
2026-02-28T13:15:54+00:00,7.1,81
2026-02-28T13:21:54+00:00,7.1,81
2026-02-28T13:27:53+00:00,7.1,81
2026-02-28T13:39:54+00:00,7.2,78
2026-02-28T13:45:54+00:00,7.4,74
